user_id,date,label
7381,2008-11-05,0
4219,2008-05-10,0
10365,2009-11-26,0
12196,2010-05-23,0
462,2006-09-29,0
3744,2008-04-12,0
2852,2008-01-29,0
10892,2010-02-17,0
2895,2008-02-05,0
10816,2010-02-05,1
13292,2010-07-31,0
2179,2007-09-27,0
9466,2009-08-20,0
5269,2008-06-23,0
3872,2008-04-18,0
9657,2009-09-21,1
3630,2008-04-06,0
11886,2010-05-03,0
9190,2009-07-11,0
8872,2009-05-12,0
2191,2007-09-28,0
6889,2008-09-17,1
12679,2010-07-03,0
10875,2010-02-15,0
5813,2008-07-20,0
11179,2010-03-16,0
1774,2007-07-20,0
183,2006-08-25,0
4020,2008-04-28,0
3543,2008-04-03,0
10236,2009-11-16,0
11111,2010-03-09,0
6449,2008-09-01,0
11218,2010-03-20,0
3003,2008-02-26,1
11501,2010-04-14,0
6793,2008-09-12,0
11061,2010-03-07,0
7856,2009-01-12,0
10447,2009-12-12,0
7217,2008-10-18,0
12459,2010-06-15,0
8439,2009-03-12,0
8041,2009-01-31,0
10668,2010-01-19,1
10979,2010-03-02,0
4101,2008-05-02,0
11779,2010-04-29,0
10410,2009-12-03,0
9364,2009-08-07,0
10181,2009-11-14,0
4953,2008-06-13,0
3479,2008-03-29,0
13295,2010-08-01,0
8594,2009-04-05,0
978,2007-04-15,0
983,2007-04-24,0
4480,2008-05-23,1
852,2006-12-20,0
1925,2007-08-05,0
11161,2010-03-14,0
4285,2008-05-15,0
4377,2008-05-18,0
4168,2008-05-07,0
8648,2009-04-13,0
2504,2007-11-06,0
10028,2009-11-05,0
8533,2009-03-24,0
8583,2009-04-03,0
7746,2008-12-26,0
1115,2007-06-23,1
11004,2010-03-05,0
6586,2008-09-05,0
9163,2009-07-05,0
11618,2010-04-25,0
8051,2009-02-01,0
5535,2008-07-03,1
1869,2007-07-28,0
1195,2007-06-30,1
2501,2007-11-05,0
12286,2010-06-02,0
2029,2007-08-24,1
723,2006-10-30,1
8283,2009-02-24,0
10529,2009-12-28,0
7196,2008-10-16,0
12568,2010-06-23,0
10278,2009-11-18,1
4566,2008-05-27,1
12987,2010-07-14,1
5943,2008-07-29,0
13128,2010-07-21,0
1805,2007-07-22,0
5347,2008-06-26,0
5343,2008-06-26,0
12263,2010-05-31,0
11492,2010-04-14,1
4658,2008-06-01,0
6597,2008-09-05,0
9898,2009-10-22,0
4128,2008-05-03,0
456,2006-09-26,0
5298,2008-06-24,0
1165,2007-06-27,0
7529,2008-11-21,0
12540,2010-06-21,0
6418,2008-08-31,0
5769,2008-07-18,0
11803,2010-04-30,0
13027,2010-07-15,0
10374,2009-11-27,0
13200,2010-07-25,0
9063,2009-06-14,1
6789,2008-09-12,0
7805,2009-01-04,0
5515,2008-07-02,0
12061,2010-05-12,0
5026,2008-06-15,0
11234,2010-03-22,1
5313,2008-06-24,0
10109,2009-11-14,0
2359,2007-10-14,0
1016,2007-06-05,0
4932,2008-06-12,0
9479,2009-08-22,0
1269,2007-07-03,0
2843,2008-01-25,0
8661,2009-04-15,0
1395,2007-07-04,0
6933,2008-09-21,0
6864,2008-09-16,0
5450,2008-06-29,0
2049,2007-08-28,0
6067,2008-08-05,0
9804,2009-10-15,0
11267,2010-03-26,0
1028,2007-06-08,1
4827,2008-06-07,0
1531,2007-07-09,0
9603,2009-09-17,0
3220,2008-03-20,0
3144,2008-03-20,0
6193,2008-08-13,0
10130,2009-11-14,0
10137,2009-11-14,0
6799,2008-09-12,0
10141,2009-11-14,0
2546,2007-11-15,0
2202,2007-09-29,0
2236,2007-10-06,0
8871,2009-05-11,0
13091,2010-07-18,0
513,2006-10-18,0
8635,2009-04-11,0
10349,2009-11-24,0
13262,2010-07-30,0
2888,2008-02-03,0
7562,2008-11-24,0
7983,2009-01-25,0
12517,2010-06-20,0
1051,2007-06-11,0
3265,2008-03-20,1
8063,2009-02-01,1
10550,2009-12-31,0
2932,2008-02-11,0
3573,2008-04-04,1
9311,2009-07-31,0
1882,2007-07-30,0
6739,2008-09-10,0
12838,2010-07-10,0
7030,2008-09-28,0
8114,2009-02-06,0
1740,2007-07-17,0
38,2006-08-21,0
6135,2008-08-10,0
13090,2010-07-18,0
2770,2008-01-07,0
7342,2008-11-01,1
2292,2007-10-08,0
2685,2007-12-20,1
8449,2009-03-13,0
7849,2009-01-11,0
12368,2010-06-09,0
11632,2010-04-26,0
9025,2009-06-06,0
9108,2009-06-21,0
7239,2008-10-20,0
5786,2008-07-19,0
11149,2010-03-13,0
7559,2008-11-24,0
4058,2008-04-30,1
9500,2009-08-25,0
7949,2009-01-22,0
7872,2009-01-14,0
6349,2008-08-24,0
188,2006-08-25,0
5581,2008-07-06,0
2955,2008-02-16,0
12138,2010-05-18,0
8830,2009-05-06,0
7071,2008-10-03,0
10999,2010-03-04,0
9662,2009-09-22,0
2619,2007-12-01,0
8404,2009-03-08,0
5761,2008-07-18,0
10806,2010-02-04,0
297,2006-08-28,1
9153,2009-07-01,0
5476,2008-06-30,0
10722,2010-01-25,0
8425,2009-03-11,0
2855,2008-01-29,0
7195,2008-10-16,0
10784,2010-02-02,0
6490,2008-09-02,0
12072,2010-05-13,0
1657,2007-07-12,0
1027,2007-06-08,0
7363,2008-11-03,0
6709,2008-09-08,0
3314,2008-03-21,0
9949,2009-10-28,0
12689,2010-07-03,0
4141,2008-05-04,0
2761,2008-01-03,0
9497,2009-08-25,0
3879,2008-04-19,0
9387,2009-08-08,0
6488,2008-09-02,0
8651,2009-04-13,0
12393,2010-06-10,0
520,2006-10-18,0
8238,2009-02-20,0
5239,2008-06-22,0
7324,2008-10-30,0
3600,2008-04-05,0
550,2006-10-18,0
11691,2010-04-28,0
11544,2010-04-17,0
3620,2008-04-05,1
9457,2009-08-18,0
1174,2007-06-28,0
6860,2008-09-15,0
2903,2008-02-06,0
1937,2007-08-09,0
1370,2007-07-04,0
7565,2008-11-24,0
358,2006-08-31,0
9999,2009-11-03,0
6337,2008-08-23,0
5579,2008-07-06,0
5244,2008-06-22,1
12656,2010-07-01,0
11743,2010-04-29,0
5379,2008-06-27,0
6143,2008-08-10,0
5045,2008-06-15,0
10662,2010-01-18,0
1309,2007-07-03,0
4150,2008-05-05,1
11582,2010-04-21,0
9921,2009-10-25,0
10702,2010-01-22,1
2875,2008-02-01,0
3298,2008-03-21,0
6082,2008-08-06,0
3117,2008-03-18,0
663,2006-10-22,0
9814,2009-10-15,0
779,2006-11-12,1
3815,2008-04-14,0
1147,2007-06-26,0
3766,2008-04-13,1
9496,2009-08-25,0
6820,2008-09-13,0
1889,2007-07-31,0
9713,2009-09-28,0
12135,2010-05-18,1
9152,2009-06-30,1
11153,2010-03-13,0
2841,2008-01-25,0
5982,2008-07-31,0
5827,2008-07-21,0
2225,2007-10-04,0
2008,2007-08-21,0
13260,2010-07-30,0
371,2006-09-02,0
3819,2008-04-15,0
3199,2008-03-20,0
5544,2008-07-03,0
563,2006-10-18,0
3725,2008-04-11,0
7574,2008-11-26,0
8624,2009-04-10,0
10167,2009-11-14,0
7970,2009-01-24,0
4347,2008-05-17,0
4900,2008-06-10,0
12868,2010-07-11,1
1609,2007-07-10,0
8212,2009-02-17,0
2227,2007-10-05,0
12741,2010-07-06,0
3516,2008-04-01,0
1800,2007-07-22,0
5012,2008-06-15,0
5542,2008-07-03,0
5687,2008-07-12,0
12925,2010-07-11,0
4052,2008-04-30,0
710,2006-10-28,0
8384,2009-03-07,0
12420,2010-06-13,0
9998,2009-11-03,0
1111,2007-06-22,0
6813,2008-09-12,0
8286,2009-02-24,0
9012,2009-06-04,0
8058,2009-02-01,0
3802,2008-04-14,0
3377,2008-03-22,0
4691,2008-06-02,0
7885,2009-01-15,1
2078,2007-09-02,0
8003,2009-01-27,0
4343,2008-05-17,1
11463,2010-04-12,0
1864,2007-07-28,0
8367,2009-03-05,0
9277,2009-07-25,0
2748,2007-12-31,0
8878,2009-05-13,0
11178,2010-03-16,0
2336,2007-10-11,0
4685,2008-06-02,1
11749,2010-04-29,0
5048,2008-06-15,0
11377,2010-04-09,0
11532,2010-04-17,0
2857,2008-01-29,0
12324,2010-06-06,0
10142,2009-11-14,0
9100,2009-06-19,0
3311,2008-03-21,0
3188,2008-03-20,0
9646,2009-09-20,0
5282,2008-06-23,0
8790,2009-05-01,0
199,2006-08-26,0
432,2006-09-16,1
6050,2008-08-04,0
8818,2009-05-04,0
12731,2010-07-06,1
934,2007-02-06,0
1895,2007-07-31,0
8737,2009-04-26,0
8098,2009-02-05,0
10775,2010-01-31,0
2111,2007-09-10,0
6569,2008-09-05,1
3729,2008-04-11,0
10168,2009-11-14,0
6268,2008-08-16,1
13238,2010-07-28,0
2109,2007-09-09,0
12394,2010-06-11,0
6479,2008-09-02,0
317,2006-08-29,0
11148,2010-03-13,0
3147,2008-03-20,0
6759,2008-09-11,0
4690,2008-06-02,0
10499,2009-12-22,0
12345,2010-06-07,0
9418,2009-08-11,1
10292,2009-11-19,0
422,2006-09-14,1
10731,2010-01-26,0
3770,2008-04-13,0
1743,2007-07-17,0
8647,2009-04-13,0
6147,2008-08-11,0
13296,2010-08-01,0
9790,2009-10-14,0
11845,2010-05-01,0
2830,2008-01-21,0
6369,2008-08-27,0
2531,2007-11-11,0
9927,2009-10-26,0
8880,2009-05-13,0
9170,2009-07-07,0
7367,2008-11-04,0
2968,2008-02-18,0
1999,2007-08-20,0
7287,2008-10-26,0
11822,2010-05-01,0
4497,2008-05-24,0
5826,2008-07-21,0
12843,2010-07-10,0
12380,2010-06-09,0
12482,2010-06-17,0
8237,2009-02-20,0
3959,2008-04-24,0
1612,2007-07-10,0
9734,2009-10-03,0
12020,2010-05-09,0
302,2006-08-28,0
10602,2010-01-11,0
3982,2008-04-26,0
6732,2008-09-09,1
6088,2008-08-07,0
3928,2008-04-21,0
3506,2008-03-31,0
496,2006-10-18,0
10466,2009-12-14,0
6849,2008-09-15,1
11827,2010-05-01,0
9560,2009-09-08,0
5983,2008-07-31,0
2172,2007-09-25,0
5545,2008-07-03,0
4838,2008-06-08,0
7418,2008-11-08,0
11606,2010-04-24,0
494,2006-10-18,0
11784,2010-04-29,0
10243,2009-11-16,1
9729,2009-10-02,0
2355,2007-10-13,0
1039,2007-06-09,1
2612,2007-11-29,0
9947,2009-10-28,0
2526,2007-11-10,0
5530,2008-07-02,0
4297,2008-05-15,0
3678,2008-04-09,0
2110,2007-09-10,0
12116,2010-05-16,0
12490,2010-06-18,0
8029,2009-01-30,0
1549,2007-07-09,0
5621,2008-07-09,1
2785,2008-01-12,0
12113,2010-05-16,0
12977,2010-07-13,0
7161,2008-10-13,1
11033,2010-03-07,0
6167,2008-08-12,0
4389,2008-05-19,0
4918,2008-06-11,0
5801,2008-07-20,0
6516,2008-09-03,0
2667,2007-12-16,0
6021,2008-08-02,0
64,2006-08-22,0
10296,2009-11-19,1
737,2006-11-01,0
286,2006-08-28,1
3104,2008-03-15,0
10102,2009-11-14,0
1433,2007-07-05,0
1601,2007-07-09,0
8233,2009-02-19,0
7209,2008-10-17,0
7576,2008-11-27,0
6902,2008-09-18,0
3563,2008-04-04,0
3353,2008-03-22,0
8072,2009-02-02,0
2974,2008-02-19,0
10960,2010-02-26,0
1388,2007-07-04,0
5810,2008-07-20,0
8056,2009-02-01,0
7441,2008-11-12,0
12200,2010-05-24,0
10267,2009-11-17,0
704,2006-10-27,0
10158,2009-11-14,0
7045,2008-09-30,1
3318,2008-03-21,0
4788,2008-06-06,0
5163,2008-06-19,0
9413,2009-08-10,0
10507,2009-12-23,0
5324,2008-06-25,0
10132,2009-11-14,0
4746,2008-06-04,0
1486,2007-07-08,0
3883,2008-04-19,0
8192,2009-02-16,0
2217,2007-10-02,0
6274,2008-08-16,0
1562,2007-07-09,0
8548,2009-03-27,0
13166,2010-07-23,0
9871,2009-10-19,0
7496,2008-11-18,0
2435,2007-10-24,0
8466,2009-03-15,0
10087,2009-11-11,0
13111,2010-07-20,0
9018,2009-06-05,0
6938,2008-09-21,0
12098,2010-05-15,0
2853,2008-01-29,0
7455,2008-11-14,0
5933,2008-07-28,0
11109,2010-03-09,0
1724,2007-07-16,0
6637,2008-09-06,0
229,2006-08-26,0
10590,2010-01-10,0
11369,2010-04-09,0
1576,2007-07-09,0
2647,2007-12-10,0
2187,2007-09-28,0
13291,2010-07-31,0
12515,2010-06-20,0
8446,2009-03-13,0
9578,2009-09-11,0
12722,2010-07-05,0
12082,2010-05-14,0
12410,2010-06-12,0
6329,2008-08-22,0
4369,2008-05-18,0
8163,2009-02-12,0
8149,2009-02-11,0
2535,2007-11-11,0
4637,2008-05-31,0
3461,2008-03-27,0
11477,2010-04-13,0
7899,2009-01-17,0
8275,2009-02-23,0
7423,2008-11-10,0
523,2006-10-18,0
3195,2008-03-20,0
6917,2008-09-20,0
4328,2008-05-17,0
8578,2009-04-03,0
8419,2009-03-10,0
12314,2010-06-05,0
7137,2008-10-12,0
6667,2008-09-07,0
7542,2008-11-23,0
11819,2010-05-01,0
5926,2008-07-27,0
12271,2010-05-31,0
7687,2008-12-14,0
4329,2008-05-17,0
12908,2010-07-11,0
10849,2010-02-11,0
8881,2009-05-13,0
12926,2010-07-12,0
8383,2009-03-07,0
11595,2010-04-23,0
13087,2010-07-18,0
7495,2008-11-17,0
1110,2007-06-22,0
1712,2007-07-16,0
8959,2009-05-27,0
8403,2009-03-08,0
2061,2007-08-31,0
4442,2008-05-21,0
429,2006-09-16,0
1762,2007-07-18,0
9196,2009-07-13,0
8140,2009-02-09,0
13218,2010-07-26,0
2353,2007-10-13,0
645,2006-10-20,1
3598,2008-04-05,0
1446,2007-07-06,0
8123,2009-02-07,0
13065,2010-07-17,0
12330,2010-06-06,0
6922,2008-09-20,0
7171,2008-10-14,0
2091,2007-09-05,0
12715,2010-07-05,0
6535,2008-09-04,0
1448,2007-07-06,0
4840,2008-06-08,0
4465,2008-05-22,1
12310,2010-06-05,0
2680,2007-12-20,0
5591,2008-07-06,0
80,2006-08-22,1
4519,2008-05-25,0
11977,2010-05-07,0
6560,2008-09-05,1
5292,2008-06-24,0
4811,2008-06-07,0
12094,2010-05-15,0
10982,2010-03-02,0
5381,2008-06-27,0
6681,2008-09-07,0
8614,2009-04-09,0
1765,2007-07-19,0
2251,2007-10-07,0
10634,2010-01-14,0
10202,2009-11-15,0
4848,2008-06-08,1
817,2006-12-03,0
9644,2009-09-20,0
2019,2007-08-23,0
5691,2008-07-12,0
10232,2009-11-16,1
8585,2009-04-04,0
4119,2008-05-03,0
11274,2010-03-27,0
12356,2010-06-08,0
13217,2010-07-26,1
10457,2009-12-12,0
1213,2007-06-30,0
7830,2009-01-08,0
2451,2007-10-27,0
738,2006-11-01,0
12485,2010-06-18,0
12487,2010-06-18,0
8436,2009-03-12,0
8610,2009-04-08,0
9514,2009-08-28,0
2223,2007-10-04,0
5832,2008-07-22,0
3,2006-08-21,0
4926,2008-06-12,0
9874,2009-10-20,0
240,2006-08-26,0
4363,2008-05-18,0
5027,2008-06-15,0
6415,2008-08-31,0
5104,2008-06-17,0
1722,2007-07-16,0
7758,2008-12-29,0
4076,2008-05-01,0
8040,2009-01-31,0
9474,2009-08-21,0
12992,2010-07-14,0
5733,2008-07-15,0
2762,2008-01-03,0
1379,2007-07-04,0
7429,2008-11-11,0
8606,2009-04-07,0
2902,2008-02-06,0
3912,2008-04-20,0
388,2006-09-04,0
1807,2007-07-22,0
5871,2008-07-24,1
8523,2009-03-23,0
9026,2009-06-06,0
4679,2008-06-02,0
10092,2009-11-12,0
11956,2010-05-06,0
8650,2009-04-13,0
2797,2008-01-15,0
6049,2008-08-04,0
3064,2008-03-07,0
10399,2009-11-30,0
991,2007-05-02,0
873,2006-12-30,1
2497,2007-11-05,0
310,2006-08-28,0
2524,2007-11-09,0
10049,2009-11-07,0
795,2006-11-22,0
8503,2009-03-20,0
3888,2008-04-19,0
4477,2008-05-23,0
9777,2009-10-11,0
1313,2007-07-03,0
3880,2008-04-19,0
13142,2010-07-22,1
1879,2007-07-30,0
10303,2009-11-20,0
4530,2008-05-25,0
7789,2009-01-01,1
12663,2010-07-02,0
130,2006-08-24,0
3138,2008-03-20,0
8859,2009-05-09,0
9397,2009-08-09,0
9792,2009-10-14,0
10856,2010-02-12,0
6558,2008-09-05,0
11250,2010-03-23,0
13114,2010-07-20,1
10128,2009-11-14,0
2652,2007-12-12,0
1777,2007-07-20,0
4951,2008-06-13,0
9034,2009-06-08,0
8728,2009-04-25,0
3763,2008-04-13,0
12643,2010-06-30,0
10699,2010-01-22,0
5533,2008-07-03,0
1570,2007-07-09,0
8226,2009-02-18,0
3704,2008-04-10,0
3114,2008-03-18,0
551,2006-10-18,0
9780,2009-10-11,0
13175,2010-07-23,1
6243,2008-08-15,0
6200,2008-08-13,0
8700,2009-04-18,0
11396,2010-04-09,0
736,2006-11-01,0
11251,2010-03-23,0
2653,2007-12-12,1
9923,2009-10-25,0
4901,2008-06-10,0
5183,2008-06-20,0
5222,2008-06-21,0
11643,2010-04-28,0
169,2006-08-25,0
13263,2010-07-30,0
10555,2010-01-01,0
6342,2008-08-24,0
10209,2009-11-15,0
11137,2010-03-12,0
8202,2009-02-17,0
11737,2010-04-29,0
2573,2007-11-20,0
11346,2010-04-06,0
11328,2010-04-05,0
3380,2008-03-22,0
802,2006-11-23,0
11089,2010-03-08,0
3560,2008-04-04,0
11927,2010-05-05,0
7110,2008-10-08,0
3693,2008-04-10,0
11740,2010-04-29,0
2304,2007-10-08,0
11915,2010-05-04,0
2050,2007-08-28,0
3992,2008-04-27,0
11462,2010-04-12,0
1266,2007-07-03,0
9210,2009-07-14,0
9612,2009-09-18,0
11547,2010-04-18,0
4367,2008-05-18,0
10101,2009-11-14,1
8422,2009-03-10,0
2602,2007-11-25,0
3471,2008-03-28,1
6104,2008-08-08,0
7926,2009-01-20,0
7793,2009-01-03,0
12171,2010-05-21,0
8791,2009-05-01,0
11970,2010-05-06,0
10876,2010-02-15,0
7048,2008-10-01,0
11093,2010-03-08,0
2343,2007-10-11,0
4905,2008-06-11,0
8330,2009-03-01,0
2964,2008-02-16,0
1995,2007-08-20,0
6829,2008-09-13,0
1971,2007-08-16,0
11766,2010-04-29,0
5909,2008-07-26,0
9005,2009-06-03,0
10993,2010-03-04,0
7826,2009-01-08,0
6378,2008-08-29,0
3881,2008-04-19,0
13073,2010-07-18,0
4502,2008-05-24,0
12917,2010-07-11,0
3774,2008-04-13,0
6433,2008-08-31,0
4858,2008-06-08,0
10376,2009-11-27,0
10654,2010-01-17,0
12011,2010-05-09,0
2086,2007-09-04,0
10187,2009-11-14,1
5800,2008-07-20,0
8726,2009-04-24,0
1537,2007-07-09,0
6096,2008-08-07,0
3455,2008-03-26,0
10103,2009-11-14,0
527,2006-10-18,0
12010,2010-05-09,0
10782,2010-02-01,0
10834,2010-02-09,0
12706,2010-07-04,0
7023,2008-09-28,0
12764,2010-07-08,1
13050,2010-07-16,1
12285,2010-06-02,0
9051,2009-06-12,0
7188,2008-10-15,0
5187,2008-06-20,0
8697,2009-04-18,0
5130,2008-06-18,0
12787,2010-07-10,0
258,2006-08-27,0
1191,2007-06-29,0
11509,2010-04-15,0
12555,2010-06-22,0
1179,2007-06-29,0
7599,2008-12-01,0
11739,2010-04-29,0
1841,2007-07-26,1
10917,2010-02-19,0
7717,2008-12-19,1
5744,2008-07-16,0
4075,2008-05-01,0
1525,2007-07-09,0
5275,2008-06-23,0
1540,2007-07-09,0
10424,2009-12-06,0
7929,2009-01-20,0
12222,2010-05-26,0
1441,2007-07-06,0
10959,2010-02-25,0
1237,2007-07-01,0
4561,2008-05-27,0
939,2007-02-11,0
3241,2008-03-20,0
4506,2008-05-24,0
3681,2008-04-09,0
12202,2010-05-24,0
121,2006-08-23,0
5468,2008-06-30,0
7844,2009-01-11,1
1142,2007-06-26,0
2787,2008-01-12,0
9381,2009-08-08,0
10912,2010-02-19,0
9504,2009-08-25,0
9549,2009-09-05,0
10924,2010-02-20,0
2260,2007-10-08,0
1260,2007-07-03,0
7507,2008-11-19,0
5351,2008-06-26,0
3824,2008-04-15,0
5863,2008-07-23,0
10229,2009-11-16,0
9942,2009-10-27,0
6341,2008-08-24,0
2530,2007-11-10,0
796,2006-11-23,0
10035,2009-11-06,0
1943,2007-08-10,0
12755,2010-07-07,0
8574,2009-04-02,0
840,2006-12-14,0
9968,2009-10-31,0
63,2006-08-21,1
10325,2009-11-22,0
4352,2008-05-17,0
8793,2009-05-01,0
11064,2010-03-07,0
12027,2010-05-10,0
10570,2010-01-05,0
11207,2010-03-19,0
20,2006-08-21,0
10418,2009-12-04,1
5627,2008-07-09,0
12882,2010-07-11,1
13197,2010-07-25,0
391,2006-09-05,0
12513,2010-06-20,0
11988,2010-05-08,0
528,2006-10-18,0
2913,2008-02-07,0
13068,2010-07-17,0
12409,2010-06-12,0
1227,2007-07-01,0
2960,2008-02-16,0
2429,2007-10-23,0
10393,2009-11-29,0
10111,2009-11-14,0
7850,2009-01-11,0
1120,2007-06-24,0
3420,2008-03-24,0
11444,2010-04-10,0
8856,2009-05-09,1
3791,2008-04-14,0
2426,2007-10-22,0
4436,2008-05-21,0
6301,2008-08-20,0
10335,2009-11-23,0
10210,2009-11-15,0
12807,2010-07-10,0
705,2006-10-27,0
12865,2010-07-11,0
7857,2009-01-12,0
3145,2008-03-20,0
6751,2008-09-10,0
9276,2009-07-25,0
3849,2008-04-17,0
7612,2008-12-03,0
2350,2007-10-12,0
12982,2010-07-13,1
5414,2008-06-28,0
10826,2010-02-07,0
8736,2009-04-25,0
3126,2008-03-20,0
13124,2010-07-20,0
10299,2009-11-20,0
10252,2009-11-17,0
4176,2008-05-08,0
5294,2008-06-24,0
294,2006-08-28,0
8372,2009-03-06,0
465,2006-10-02,0
2827,2008-01-20,0
9219,2009-07-16,0
8385,2009-03-07,0
5307,2008-06-24,0
4624,2008-05-30,0
9836,2009-10-16,0
2282,2007-10-08,0
5985,2008-07-31,0
13080,2010-07-18,0
1584,2007-07-09,0
1527,2007-07-09,0
7831,2009-01-08,0
3342,2008-03-21,0
12340,2010-06-07,0
12195,2010-05-23,0
11526,2010-04-17,0
4716,2008-06-03,0
8391,2009-03-08,0
2142,2007-09-18,0
11066,2010-03-07,0
857,2006-12-23,0
114,2006-08-23,0
10352,2009-11-24,0
5925,2008-07-27,0
7862,2009-01-13,0
8595,2009-04-05,0
2305,2007-10-08,0
4588,2008-05-29,0
10554,2010-01-01,0
6501,2008-09-03,1
5038,2008-06-15,0
1903,2007-08-01,0
5034,2008-06-15,0
8415,2009-03-09,0
13211,2010-07-25,0
957,2007-03-11,0
9797,2009-10-14,0
11193,2010-03-17,0
2488,2007-11-03,0
7935,2009-01-20,0
3800,2008-04-14,0
4791,2008-06-06,0
4605,2008-05-29,0
8964,2009-05-28,0
1904,2007-08-01,0
5964,2008-07-30,0
10581,2010-01-08,0
3536,2008-04-02,0
11195,2010-03-17,1
7912,2009-01-19,0
5756,2008-07-17,0
7543,2008-11-23,0
7316,2008-10-28,0
13179,2010-07-24,0
8300,2009-02-26,0
9599,2009-09-16,0
8393,2009-03-08,0
5557,2008-07-04,0
12317,2010-06-06,1
2884,2008-02-02,0
1769,2007-07-19,0
500,2006-10-18,0
9223,2009-07-16,0
8958,2009-05-26,0
7020,2008-09-28,0
8036,2009-01-31,0
154,2006-08-25,1
12259,2010-05-30,0
5392,2008-06-28,0
2283,2007-10-08,0
7874,2009-01-14,0
3413,2008-03-24,0
1983,2007-08-18,0
7042,2008-09-30,0
3172,2008-03-20,0
3193,2008-03-20,0
2124,2007-09-12,0
5309,2008-06-24,0
1677,2007-07-14,0
5765,2008-07-18,0
13311,2010-08-01,0
1042,2007-06-10,0
5481,2008-06-30,0
11321,2010-04-03,0
8269,2009-02-22,0
7616,2008-12-04,0
3925,2008-04-21,0
8611,2009-04-08,0
6931,2008-09-21,0
1870,2007-07-28,0
12500,2010-06-19,0
11577,2010-04-20,0
10798,2010-02-03,0
2271,2007-10-08,0
8973,2009-05-29,0
2457,2007-10-28,0
3967,2008-04-25,0
7492,2008-11-17,0
10221,2009-11-15,1
10619,2010-01-12,0
8993,2009-06-01,0
4933,2008-06-12,0
8224,2009-02-18,0
13057,2010-07-17,0
5061,2008-06-15,0
11791,2010-04-30,0
7053,2008-10-01,0
7264,2008-10-22,0
3326,2008-03-21,0
6215,2008-08-14,0
3185,2008-03-20,0
13280,2010-07-31,0
10530,2009-12-28,0
3970,2008-04-25,0
7017,2008-09-28,1
1688,2007-07-15,0
13319,2010-08-02,0
9996,2009-11-03,0
3403,2008-03-23,0
7806,2009-01-04,0
9551,2009-09-06,0
3194,2008-03-20,0
11366,2010-04-09,0
12588,2010-06-26,0
1075,2007-06-14,0
5386,2008-06-27,1
1368,2007-07-04,0
8284,2009-02-24,0
2293,2007-10-08,0
10052,2009-11-08,0
5743,2008-07-16,0
6638,2008-09-06,0
6095,2008-08-07,0
785,2006-11-18,0
9099,2009-06-19,0
11039,2010-03-07,0
3184,2008-03-20,0
12652,2010-07-01,1
10076,2009-11-10,0
6904,2008-09-19,0
5486,2008-06-30,0
